sl.no,label,msisdn,aon,daily_decr30,daily_decr90,rental30,rental90,last_rech_date_ma,last_rech_date_da,last_rech_amt_ma,cnt_ma_rech30,fr_ma_rech30,sumamnt_ma_rech30,medianamnt_ma_rech30,medianmarechprebal30,cnt_ma_rech90,fr_ma_rech90,sumamnt_ma_rech90,medianamnt_ma_rech90,medianmarechprebal90,cnt_da_rech30,fr_da_rech30,cnt_da_rech90,fr_da_rech90,cnt_loans30,amnt_loans30,maxamnt_loans30,medianamnt_loans30,cnt_loans90,amnt_loans90,maxamnt_loans90,medianamnt_loans90,payback30,payback90,pcircle,pdate
2905,1,66504I90844,904,4737,8098.94,399.25,1791.17,5,0,1539,1,0,1539,1539,61.3,10,0,8658,773,45.3,0,0,0,0,2,12,6,0,6,36,6,0,0,6,UPW,14-08-2016
2906,1,02736I95202,397,60.4,60.4,534.96,534.96,1,0,770,6,1,6158,770,41,6,1,6158,770,41,0,0,0,0,3,18,6,0,3,18,6,0,1,1,UPW,24-06-2016
2907,1,72016I70784,57,69.048,69.048,600.72,600.72,5,0,1539,5,7,12627,3178,90,6,33,15820,3178,79,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-06-2016
2908,1,42881I70786,478,9540,9540,900.09,900.09,5,0,1539,4,0,6926,1539,43,4,0,6926,1539,43,62971.64878,0,0,0,2,12,6,0,2,12,6,0,3.5,3.5,UPW,06-08-2016
2909,0,29521I90588,1127,12.97,12.97,60,60,6,0,1539,1,0,1539,1539,-170.83,1,0,1539,1539,-170.83,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,30-06-2016
2910,1,92288I90587,1112,7549,8647.3,400.26,700.09,7,0,1539,2,6,3078,1539,21.7,5,38,13494,2320,7.2,0,0,0,0,1,6,6,0,2,12,6,0,0,10,UPW,05-08-2016
2911,1,61392I74178,364,1428.013,1432.57,497.07,552.3,6,28,1924,2,6,3463,1731.5,40.5,2,6,3463,1731.5,40.5,1,0,1,0,1,6,6,0,1,6,6,0,0,0,UPW,03-07-2016
2912,1,96564I70780,189,2943.363333,2951.1,2246.63,2389.52,2,0,1539,7,0,6928,770,20,7,0,6928,770,20,0,0,0,0,4,24,6,0,5,30,6,0,7.5,7.5,UPW,11-07-2016
2913,1,58378I70782,162,67.652,67.652,1974.96,1974.96,18,0,2309,5,3,11066,2309,29.5,5,3,11066,2309,29.5,0,0,0,0,3,18,6,0,3,18,6,0,2.666666667,2.666666667,UPW,26-06-2016
2914,1,83817I90583,2016,89.36033333,89.36033333,2091.54,2091.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,11-06-2016
2915,1,15071I88680,1106,13.854,13.854,1216.14,1216.14,1,0,773,5,1,3439,773,27.67,7,1,3785,173,18.67,0,0,0,0,4,24,6,0,4,24,6,0,3.25,3.25,UPW,06-06-2016
2916,1,81985I88649,1184,13.8,13.8,934.2,934.2,13,0,1547,2,2,2494,1247,50.9,2,2,2494,1247,50.9,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-06-2016
2917,1,30788I88688,166,14.616,14.616,2981.72,2981.72,14,0,1539,1,0,1539,1539,27,2,49,3086,1543,25.5,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,28-06-2016
2918,1,89084I90587,1013,6086.476,6190.69,1616.59,3591.73,28,0,5787,1,0,5787,5787,411.2,4,3,18900,5787,92.2,0,0,0,0,1,6,6,0,2,12,6,0,0,2.333333333,UPW,18-07-2016
2919,1,65228I90581,1062,110.5066667,110.5066667,-292.04,-292.04,19,0,8000,1,0,8000,8000,6.6,2,44,16000,8000,15.6,0,0,0,0,2,18,12,0,2,18,12,0,0,0,UPW,28-06-2016
2920,1,82814I70377,97,237.2253333,237.2253333,982.24,982.24,1,0,770,20,0,23337,771.5,390,22,0,25657,773,319.5,0,0,0,0,6,42,12,0,6,42,12,0,2.6,2.6,UPW,28-06-2016
2921,1,23292I90583,2341,18806.603,18949.93,2773.65,2875.65,1,0,10000,3,10,31874,10000,93.02,4,20,43748,10937,472.02,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,17-07-2016
2922,0,95579I84453,87,79.36,79.36,7884,7884,3,0,3178,3,2,7895,3178,77,3,2,7895,3178,77,0,0,0,0,3,18,6,0,3,18,6,0,2.5,2.5,UPW,30-06-2016
2923,1,24599I84452,2058,7887.4,7904.4,21558.34,24845.59,1,0,3178,4,20,9442,2362.5,52.21,4,20,9442,2362.5,52.21,0,0,0,0,2,12,6,0.5,2,12,6,0.5,8,8,UPW,25-07-2016
2924,1,82860I90584,274,6450,6692,5716.2,6155.4,2,0,770,4,1,3849,770,56,9,3,9246,773,51,0,0,0,0,4,24,6,0,6,36,6,0,7.333333333,7.833333333,UPW,01-08-2016
2925,1,91253I70375,93,1.633333333,1.633333333,16.38,16.38,7,0,173,1,0,173,173,31,1,0,173,173,31,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,02-06-2016
2926,1,73012I90845,738,4294.178667,4324.36,1597.44,1843.2,7,0,5787,7,2,21213,1539,13.1,10,5,25072,1539,12.6,0,0,0,0,7,42,6,0,8,48,6,0,2,1.857142857,UPW,04-07-2016
2927,1,38429I95202,89,19.33333333,19.33333333,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,10-06-2016
2928,0,56350I88690,85,3555.866667,3573.8,8844.29,10122.89,2,0,1539,3,11,4617,1539,1,3,11,4617,1539,1,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,10-07-2016
2929,1,38607I84455,1620,12.98333333,12.98333333,120.65,120.65,20,0,773,1,0,773,773,78.33,1,0,773,773,78.33,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,19-06-2016
2930,1,57514I70379,598,348.087,348.087,2198.78,2198.78,1,0,2309,17,1,36944,2309,21.83,23,1,47691,2309,20.83,0,0,0,0,16,96,6,0,16,96,6,0,1.625,1.647058824,UPW,29-06-2016
2931,0,93291I85350,112,3150,3150,9337.68,11257.83,3,0,1539,1,0,1539,1539,9,1,0,1539,1539,9,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,15-07-2016
2932,1,96621I90849,265,9717,10414.34,2982.02,3488.15,2,64,1539,4,4,6156,1539,17,7,8,10781,1539,24.5,0,0,1,0,4,24,6,0,6,36,6,0,9.333333333,10,UPW,01-08-2016
2933,1,64686I91190,399,2600,2600,733.46,1864.02,1,0,770,3,16,2310,770,74,3,16,2310,770,74,0,0,0,0,1,6,6,0,2,12,6,0,10.33333333,10.33333333,UPW,07-08-2016
2934,1,43569I70370,805,5070,5090,1631.33,2267.18,6,0,4048,4,3,6358,770,53.73,5,9,7128,770,58.73,0,0,0,0,3,24,12,0,3,24,12,0,8.5,8.5,UPW,15-07-2016
2935,1,75689I95205,155,3527.452,3546.42,589.83,649.83,1,0,1539,3,26,5387,1539,28,4,15,6934,1543,26,0,0,0,0,3,18,6,0,3,18,6,0,9.5,9.5,UPW,12-07-2016
2936,1,73158I70786,349,9607,12682.24,1545.14,3245.54,3,0,770,3,18,4718,770,0,12,0,15507,773,77.5,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,12-08-2016
2937,0,29123I89239,592,6470,6470,1120.68,1120.68,5,0,770,3,11,2310,770,9,4,0,3080,770,9,0,0,0,0,3,18,6,0,3,18,6,0,51.66666667,51.66666667,UPW,20-07-2016
2938,1,65357I82734,1555,5949.624,5979.92,680.74,1013.66,7,0,3178,3,6,6256,1539,0.47,7,6,11051,1539,8.47,0,0,0,0,1,6,6,0,2,12,6,0,0,0,UPW,14-07-2016
2939,0,69031I70374,252,2500,2500,5678.39,5678.39,8,0,1539,1,0,1539,1539,0,1,0,1539,1539,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-07-2016
2940,1,92760I82739,573,11727.99467,11775.24,2848.56,3203.18,3,0,770,10,4,11589,1156,90,12,6,14675,1539,81,0,0,0,0,8,48,6,0,10,60,6,0,2.714285714,2.777777778,UPW,14-07-2016
2941,1,62143I70780,481,79.07533333,79.07533333,2776.62,2776.62,6,0,10000,1,0,10000,10000,113,1,0,10000,10000,113,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,22-06-2016
2942,1,08009I90842,246,2320.926667,2362.78,603.04,740.44,5,0,770,5,5,6267,773,54.6,6,7,7040,773,64.1,0,0,0,0,3,18,6,0,4,24,6,0,8.666666667,8.666666667,UPW,20-07-2016
2943,1,72812I70781,608,447.43,449.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-07-2016
2944,1,49188I88658,863,140.725,140.725,3615.75,3615.75,1,0,770,11,1,12315,770,14.6,11,1,12315,770,14.6,0,0,0,0,8,48,6,0,8,48,6,0,8.75,8.75,UPW,25-06-2016
2945,1,63432I89230,1423,25.70933333,25.70933333,263.68,263.68,2,0,1539,6,2,6685,947,3.11,8,2,9179,947,12.61,0,0,0,0,5,30,6,0,5,30,6,0,2.75,2.75,UPW,08-06-2016
2946,1,53595I70785,558,1802.1,1807,108.56,129.56,16,0,770,1,0,770,770,83.33,2,22,1540,770,48.33,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,21-07-2016
2947,1,43075I88680,641,8.364333333,8.364333333,4206.93,4206.93,6,0,11874,3,6,13417,773,72.5,3,6,13417,773,72.5,0,0,0,0,2,12,6,0,2,12,6,0,7,7,UPW,23-06-2016
2948,1,66010I95481,1596,10.932,10.932,-15.66,-15.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,06-06-2016
2949,1,07810I85340,663,113.4833333,113.4833333,225,225,7,0,3178,3,7,10404,3178,80.8,3,7,10404,3178,80.8,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,25-06-2016
2950,1,62873I82736,771,20668,23011.16,1780.08,2418.66,2,0,770,18,1,13872,770,59.87,34,1,25640,773,83.37,0,0,0,0,14,90,12,0,25,156,12,0,2.153846154,2.125,UPW,04-08-2016
2951,1,29726I85349,167,116.029,116.029,2763.12,2763.12,1,0,770,14,4,16193,773,42.5,15,4,17140,773,40,0,0,0,0,10,60,6,0,10,60,6,0,3.2,3.2,UPW,29-06-2016
2952,1,75787I82734,1924,149.032,149.032,1381.9,1381.9,1,0,1547,7,1,13314,1547,-176.65,8,1,19128,1547,-171.15,0,0,0,0,7,42,6,0,7,42,6,0,2.166666667,2.166666667,UPW,13-06-2016
2953,1,98853I90847,719,90.82533333,90.82533333,389.81,389.81,3,0,770,15,1,8574,770,45,15,1,8574,770,45,0,0,0,0,9,54,6,0,9,54,6,0,2.375,2.375,UPW,17-06-2016
2954,1,59544I90584,1772,26.994,26.994,90.9,90.9,45,0,173,0,0,0,0,0,1,0,173,173,12.7,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-06-2016
2955,1,39891I90589,193,1153.582667,1161.91,2546.04,2727.9,17,0,4048,4,11,13583,3613,198.5,6,32,21990,3757.5,56,0,0,0,0,3,18,6,0,3,18,6,0,2,2,UPW,02-07-2016
2956,1,72976I70377,257,16456,21532.89,4732.7,6176.29,2,0,770,7,1,11945,770,-148,19,3,28876,1539,-158,0,0,0,0,4,30,12,0.5,7,48,12,0,4.25,4.5,UPW,10-08-2016
2957,1,37849I70782,284,324.1013333,329.04,1762.14,1777.58,1,0,773,4,1,3866,773,19.5,7,34,6185,773,11,0,0,0,0,3,18,6,0,4,24,6,0,7.666666667,6.75,UPW,04-07-2016
2958,1,78719I82732,481,17.316,17.316,401.18,401.18,8,0,1924,1,0,1924,1924,12,1,0,1924,1924,12,0,0,0,0,2,12,6,0.5,2,12,6,0.5,31,31,UPW,26-06-2016
2959,0,47893I84457,2037,1562.295,1567.65,208.12,229.12,18,0,770,3,6,2310,770,45.28,4,6,3080,770,45.28,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,21-07-2016
2960,1,19099I90588,252,23048,30136.75,16524.63,24599.61,5,0,770,10,1,17532,1154.5,169.5,34,0,49005,770,196,0,0,0,0,6,72,12,0,15,138,12,0,2.6,2.142857143,UPW,08-08-2016
2961,1,99847I70784,571,22610,22610,3021.7,3021.7,1,0,4048,5,3,25635,4048,479.47,6,3,27174,4048,585.97,0,0,0,0,2,18,12,0,2,18,12,0,24,24,UPW,26-07-2016
2962,1,73917I85350,394,2470,2524.7,200.13,379.23,5,0,1539,1,0,1539,1539,0,3,1,6256,1539,82,0,0,0,0,1,6,6,0,3,18,6,0,0,81.33333333,UPW,30-07-2016
2963,1,89036I97564,463,681.8333333,691,12304.48,15937.98,1,0,770,1,0,770,770,13.33,5,33,3862,773,47.33,0,0,0,0,1,6,6,0,3,18,6,0,0,21,UPW,25-07-2016
2964,1,05646I85328,303,189.248,189.248,-553.92,-553.92,18,0,10000,4,2,19253,3330,58.5,4,2,19253,3330,58.5,0,0,0,0,4,24,6,0,4,24,6,0,1.333333333,1.333333333,UPW,24-06-2016
2965,1,56378I95201,384,47.38666667,47.38666667,2435.8,2435.8,2,0,4048,1,0,4048,4048,15.4,1,0,4048,4048,15.4,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,20-06-2016
2966,1,33159I90845,192,10.91066667,10.91066667,1698.2,1698.2,6,0,770,2,3,1540,770,0.5,2,3,1540,770,0.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,14-06-2016
2967,1,84511I82738,315,931,931,200.13,200.13,1,0,1539,1,0,1539,1539,7,1,0,1539,1539,7,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,17-08-2016
2968,1,70140I84455,1424,15026.33333,15138,6159.76,7173.26,1,0,1539,14,1,16179,1154.5,115.83,18,1,22367,1539,156.83,0,0,0,0,2,12,6,0,3,18,6,0,1,1.666666667,UPW,25-07-2016
2969,1,59638I90846,188,12.726,12.726,778.26,778.26,1,0,5787,1,0,5787,5787,1.1,1,0,5787,5787,1.1,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,21-06-2016
2970,1,78412I85340,1348,116.2,116.2,3114.3,3114.3,1,0,1547,6,6,7705,1154.5,47.17,7,6,15105,1539,37.67,0,0,0,0,4,24,6,0,4,24,6,0,3,3,UPW,30-06-2016
2971,1,19168I85328,297,9.130666667,9.130666667,35.82,35.82,5,0,947,1,0,947,947,53.5,1,0,947,947,53.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,02-06-2016
2972,0,33067I90581,2166,-2.016,-2.016,4116.42,4116.42,54,0,8000,0,0,0,0,0,1,0,8000,8000,6.6,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,18-06-2016
2973,0,50770I70378,281,7.965,7.965,95.25,95.25,11,0,1539,1,0,1539,1539,148.2,1,0,1539,1539,148.2,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,15-06-2016
2974,1,05166I90840,826,9.88,9.88,36,36,7,0,1547,1,0,1547,1547,19.6,1,0,1547,1547,19.6,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,06-06-2016
2975,1,16778I70378,581,10550,10550,1304.35,1304.35,29,0,10000,1,0,10000,10000,56,1,0,10000,10000,56,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,03-08-2016
2976,1,42990I90581,344,10590,10630,7248.91,12234.05,9,0,1539,5,8,8666,1539,24.5,8,23,13287,1539,48.5,0,0,0,0,4,24,6,0,6,36,6,0,9.75,12.5,UPW,13-08-2016
2977,1,18006I70375,107,13.8,13.8,1439.37,1439.37,3,0,1539,1,0,1539,1539,95,1,0,1539,1539,95,0,0,0,0,2,12,6,0,2,12,6,0,11.5,11.5,UPW,09-06-2016
2978,1,18195I88659,1216,9989,11467.58,4190.95,5723.61,2,0,770,4,1,7896,1539,259.7,10,8,17245,1539,336.7,0,0,0,0,2,12,6,1,2,12,6,1,2.5,2.5,UPW,10-08-2016
2979,1,06831I70376,589,2.425,2.425,52.31,52.31,37,0,947,0,0,0,0,0,1,0,947,947,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-06-2016
2980,1,59874I90588,1413,31.08733333,31.08733333,536.12,536.12,2,0,770,4,9,3086,771.5,196,5,3,3859,773,187,0,0,0,0,6,36,6,0,6,36,6,0,4.4,4.4,UPW,26-06-2016
2981,1,35250I89235,2188,1090,3539.07,1739.12,3381.62,37,0,2309,0,0,0,0,0,19,1,21619,773,7.05,0,0,0,0,1,6,6,0,18,108,6,0,0,2.888888889,UPW,10-08-2016
2982,1,80875I89231,999,5847.386,5858.31,6596.83,6620.83,2,0,5787,1,0,5787,5787,24.4,4,33,10420,1547,416.4,0,0,0,0,2,12,56383.08049,0.5,4,24,6,0.5,0,7,UPW,12-07-2016
2983,1,11133I85329,1153,12003,20408.18,1418.82,6231.56,6,0,1539,5,5,6929,1539,37.77,9,5,27547,1539,61.77,0,871252.3432,0,0,3,18,6,0,5,30,6,0,2,3,UPW,16-08-2016
2984,1,35058I90846,773,39.04,39.04,3788,3788,6,0,770,4,7,4637,1160,13.27,4,7,4637,1160,13.27,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,16-06-2016
2985,1,09311I70379,240,159.27,159.27,673.2,673.2,1,0,7526,2,10,15052,7526,109.2,2,10,15052,7526,109.2,0,0,0,0,1,6,6,0,1,6,6,0,3,3,UPW,18-06-2016
2986,1,89834I89230,129,2970.584333,2987.09,343.41,414.91,12,0,1924,2,15,3848,1924,181.5,4,13,6934,1735.5,74.5,0,0,0,0,3,18,6,0,5,30,6,0,4,4,UPW,13-07-2016
2987,1,49157I70780,361,800.298,803.86,860.72,890.4,2,0,770,14,2,10780,770,19.9,16,1,11126,770,18.4,0,0,0,0,12,72,6,0,13,78,6,0,3,3.692307692,UPW,01-07-2016
2988,1,68723I88680,1662,77.69066667,77.69066667,3029.6,3029.6,6,0,4048,4,4,9446,1929.5,45.15,4,4,9446,1929.5,45.15,0,0,0,0,5,30,6,0,5,30,6,0,4.75,4.75,UPW,28-06-2016
2989,1,35495I88649,223,12.5,12.5,179.75,179.75,2,0,770,3,10,1716,770,51,4,32,9716,771.5,64.5,0,0,0,0,2,12,6,0,2,12,6,0,15.5,15.5,UPW,25-06-2016
2990,1,03576I70786,326,11641.16667,11723.5,1580.14,1979.54,1,0,770,21,0,16203,773,62,29,0,21787,773,61,0,0,0,0,4,24,6,0,7,42,6,0,8.5,8.166666667,UPW,20-07-2016
2991,1,83239I70376,650,2519.42,2525.7,2448.4,3077.68,2,0,1539,1,0,1539,1539,3,2,36,3078,1539,48.5,0,0,0,0,2,12,6,0,2,12,6,0,0,89.5,UPW,12-07-2016
2992,1,26988I70780,578,11.385,11.385,2029.05,2029.05,7,0,1539,1,0,1539,1539,70.67,2,44,2486,1243,41.17,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,15-06-2016
2993,1,13897I89233,126,4938,5012.16,199.12,1685.65,20,0,770,2,0,1540,770,403.6,7,11,9243,1539,18.6,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,01-08-2016
2994,1,99405I88650,-35,11.53133333,11.53133333,530.74,530.74,1,0,770,1,0,770,770,81,2,49,8770,4385,62.5,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,14-06-2016
2995,1,02825I70378,583,7.496,7.496,72.48,72.48,8,0,773,2,1,946,473,46.83,2,1,946,473,46.83,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,06-06-2016
2996,1,48718I70371,681,49.82133333,49.82133333,1446.48,1446.48,2,0,1547,4,10,4640,1160,20.45,4,10,4640,1160,20.45,0,0,0,0,4,24,6,0,4,24,6,0,1,1,UPW,08-06-2016
2997,1,50097I70786,174,23759.189,23785.59,1317.74,1996.21,2,0,4048,6,4,22949,4917.5,99,7,4,28736,5787,184.5,0,0,0,0,2,24,12,0,2,24,12,0,0,0,UPW,17-07-2016
2998,1,64883I84450,754,3010,6394.8,299.69,979.51,1,0,770,2,11,2309,1154.5,284.17,11,1,10777,770,61.67,0,0,0,0,1,6,6,0,6,36,6,0,1,3.375,UPW,07-08-2016
2999,1,51546I84453,1440,12272.88133,12321.04,2722.17,3078.42,3,0,1539,4,8,5388,1154.5,11.41,6,8,8470,1156,11.41,0,0,0,0,5,30,6,0,7,42,6,0,6,6.166666667,UPW,19-07-2016
3000,1,87289I82732,656,1552,1558,3910.11,4547.71,1,0,1539,2,22,2312,1156,17.5,3,13,3085,773,9,0,0,0,0,2,12,6,0,3,18,6,0,11,57.33333333,UPW,10-07-2016
3001,1,40376I90128,1660,19.87866667,19.87866667,924.88,924.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,04-06-2016
3002,1,15304I85349,901,94.64,94.64,1808.16,1808.16,9,0,8000,3,3,17720,8000,24.31,3,3,17720,8000,24.31,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,12-06-2016
3003,0,18761I85350,306,0.403333333,0.403333333,344.52,344.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,11-06-2016
3004,1,00961I88688,1313,37.61333333,37.61333333,1819.72,1819.72,2,0,770,3,6,2310,770,51.53,4,6,2483,770,36.53,0,0,0,0,2,12,6,0,2,12,6,0,19,19,UPW,28-06-2016
3005,1,96483I90584,1062,35.007,35.007,344.75,344.75,-26,0,4048,2,30,5587,2793.5,74.3,2,30,5587,2793.5,74.3,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,07-06-2016
3006,1,71025I90589,882,14647,19984.8,2765.56,6842.77,3,0,1539,6,4,10104,1539,26.2,9,5,15591,1539,26.2,0,0,0,0,4,24,6,0,7,42,6,0,4.4,8.142857143,UPW,16-08-2016
3007,1,58462I90846,352,16602.015,16736.03,2208.37,3031.57,1,0,4048,13,1,26984,1539,200.33,15,1,35949,1539,200.33,0,0,0,0,5,30,6,0,5,30,6,0,1.4,1.4,UPW,15-07-2016
3008,0,33266I84455,2025,1901.92,1907.2,15342.78,19957.5,11,0,770,1,0,770,770,58.85,3,56,2313,770,29.85,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,22-07-2016
3009,1,51924I70783,350,8540.977667,8568.49,2010.1,2415.05,1,36,770,10,1,9242,770,233.5,14,1,11734,770,135,0,0,1,0,3,24,12,0,4,30,12,0,2,1.666666667,UPW,13-07-2016
3010,1,37816I82736,1049,2006.396,2047.28,1505.49,2150.7,14,0,2309,2,4,10309,5154.5,514.62,2,4,10309,5154.5,514.62,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-07-2016
3011,1,16999I82735,136,325.5083333,330.61,199.56,219.56,1,0,770,4,10,3849,770,9.5,4,10,3849,770,9.5,0,0,0,0,4,24,6,0,4,24,6,0,10.25,10.25,UPW,05-07-2016
3012,1,49319I75000,409,8057.12,8069.6,2227.39,2275.39,3,0,1539,3,7,5002,1539,35.3,5,12,8080,1539,35.3,0,0,0,0,2,12,6,0,2,12,6,0,0,21,UPW,24-07-2016
3013,1,00017I90844,488,4757.565333,4789.32,3679.64,3906.76,1,0,4048,14,3,54163,4048,85.375,15,3,58230,4048,60.75,0,0,0,0,2,12,6,0.5,3,18,6,0,1,1.333333333,UPW,02-07-2016
3014,1,45986I82738,631,3037.333333,3070,339.16,464.32,2,0,770,5,2,5398,773,52,8,8,9249,773,56.5,0,0,0,0,3,18,6,0,4,24,6,0,6,7,UPW,14-07-2016
3015,1,58896I90845,781,21.20766667,21.20766667,958.37,958.37,1,0,3178,4,1,7902,1975.5,185.8,4,1,7902,1975.5,185.8,0,0,0,0,3,18,6,0,3,18,6,0,1.333333333,1.333333333,UPW,07-06-2016
3016,1,14115I84459,154,1800,1800,966.12,966.12,3,0,773,1,0,773,773,67,1,0,773,773,67,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,10-07-2016
3017,0,42913I89237,532,600,600,704.7,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,03-07-2016
3018,1,06685I70370,142,12162.5,12188,7405.07,17231.14,4,0,770,7,0,6162,770,0.5,7,0,6162,770,0.5,0,0,0,0,4,36,12,0,4,36,12,0,4,4,UPW,06-08-2016
3019,0,50411I70780,607,910.8333333,913,50,60,19,0,1539,1,0,1539,1539,17,1,0,1539,1539,17,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-07-2016
3020,1,31381I88690,1037,6827.424,6859.04,823.83,1039.83,1,0,1539,4,6,8466,2309,10.33,6,5,13084,2309,10.33,0,0,0,0,5,42,12,0,6,48,12,0,4.25,5,UPW,12-07-2016
3021,1,05177I89230,2104,11933.53333,12012.75,5329.22,6971.56,4,0,2309,6,3,8466,1539,15.15,16,1,34757,1539,25.15,0,0,0,0,5,48,12,0,9,72,12,0,2.25,3,UPW,14-07-2016
3022,1,13655I89545,1041,56.716,56.716,-213.29,-213.29,3,0,1539,2,13,3859,1929.5,39.92,3,31,4806,1539,29.92,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,11-06-2016
3023,1,34794I88659,330,9800,13515.62,1189.75,3982.05,1,0,1547,8,1,7706,770,52.33,11,2,12339,770,47.33,0,0,0,0,2,12,6,0,3,18,6,0,3,2.75,UPW,09-08-2016
3024,0,79997I82733,832,0,0,85.22,85.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-06-2016
3025,1,36826I90848,615568.7643,5863.234,6035.39,18743.98,20582.02,4,0,4048,6,1,18500,2793.5,108.5,11,1,39574,3178,86.5,0,0,0,0,6,36,6,0,10,60,6,0,4.4,3.111111111,UPW,12-07-2016
3026,1,36602I82739,516,42.66,42.66,806.49,806.49,2,0,1539,3,4,3848,1539,59,4,4,4621,1156,43.5,0,0,0,0,2,12,6,0,2,12,6,0,25.5,25.5,UPW,27-06-2016
3027,1,85878I84458,426,4387,4394.5,2386.65,2415.75,4,0,1539,2,5,2309,1154.5,143,2,5,2309,1154.5,143,0,0,0,0,1,6,6,0,1,6,6,0,42.5,42.5,UPW,06-08-2016
3028,1,81690I89237,936,44.897,44.897,1103.9,1103.9,5,994015.2226,773,1,0,773,773,32.37,1,0,773,773,32.37,0,0,0,0,2,12,6,0,2,12,6,0,9.5,9.5,UPW,19-06-2016
3029,1,52588I70789,458,605.6993333,612.73,785.46,906.3,8,0,1539,3,7,3848,1539,112,3,7,3848,1539,112,0,0,0,0,3,18,6,0,3,18,6,0,3.5,4.666666667,UPW,04-07-2016
3030,1,84124I90848,139,1505.525333,1513.76,1477.56,1689.56,4,0,770,9,4,6951,773,22,12,3,9270,773,24.5,0,0,0,0,5,30,6,0,6,36,6,0,5.2,5.2,UPW,04-07-2016
3031,1,66768I82737,928,146.5333333,146.5333333,4906.16,4906.16,4,0,1539,5,10,14156,1539,50.6,7,30,16823,1539,50.6,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,28-06-2016
3032,1,50505I84457,1729,1299.618333,1321.35,15831.79,19006.71,14,0,770,2,7,1540,770,7,5,2,5388,770,4.5,0,0,0,0,1,6,6,0,2,12,6,0,0,0,UPW,17-07-2016
3033,1,39320I70780,659,9084,9120.64,6082.95,8733.45,1,0,1539,6,6,10004,1539,149,9,6,13855,1539,59,0,0,0,0,4,24,6,0,6,36,6,0,4.2,4,UPW,01-08-2016
3034,1,99147I90580,1114,11965.42667,11974.8,10235.79,10521.55,5,0,1539,7,1,10773,1539,59,7,1,10773,1539,59,0,0,0,0,6,36,6,0,6,36,6,0,29,29,UPW,19-07-2016
